text,label,text_seg
Rên như phim jav,0,Rên như phim jav
Nguyễn Thị Xuân Nguyễn Thị Huyền Lý Thanh Hiền Nguyễn Thị Giang Nguyễn Thị Thu Quỳnh Phương Nga lời xin lỗi muộn màng à,0,Nguyễn_Thị_Xuân Nguyễn_Thị_Huyền_Lý_Thanh_Hiền Nguyễn_Thị_Giang Nguyễn_Thị_Thu_Quỳnh_Phương Nga lời xin_lỗi muộn_màng à
Zoom biển số xe bên kia,0,Zoom biển số xe bên kia
"Thằng cà nghẹo, triết với lý cái cc, đù má mày DNA mà mình chưa khẳng định được lại nói đi dự WC , mày ngáo mục tiêu hả thằng cà nghẹo! Mày xem sự phát triển của bóng đá Vietnam và tình yêu thương của người hâm mộ thế nào khi mày dẫn dắt đội tuyển?",2,"Thằng cà_nghẹo , triết với lý cái cc , đù má mày DNA mà mình chưa khẳng_định được lại nói đi dự_WC , mày ngáo mục_tiêu hả thằng cà_nghẹo !_Mày xem sự phát_triển của bóng_đá Vietnam và tình yêu_thương của người hâm_mộ thế_nào khi mày dẫn_dắt đội_tuyển ?"
Mỹ Châu xem kỹ để có kinh nghiệm . 4 thằng đóng kịch ăn cắp xe .,0,Mỹ Châu xem kỹ để có kinh_nghiệm . 4 thằng đóng kịch ăn_cắp xe .
Ngọc Phạm t chặn hết r br ạ,0,Ngọc Phạm_t_chặn hết r br ạ
nó cho tiền m hay j bênh ác thế dog này vừa ngu vừa to mồm mà vẫn còn fan bú đít nó à,2,nó cho tiền m hay j_bênh ác_thế dog này vừa ngu vừa to_mồm mà vẫn còn fan bú đít nó à
why con mẹ mày. Thằng chó đẻ. Fuck you. You is dog,2,why con mẹ mày . Thằng chó đẻ . Fuck you . You is dog
"=))) vậy chứ t hỏi m lần nữa J97 Én tơ tén mân nhà m có thẩm quyền của cơ quan nhà nước k mà bảo mời là ngta phải hồi âm liền vậy con nguu ? Văn bảng đâu, có điện thoại hết rồi tự lên tiktok mà xem tối qua VR bảo cần văn bảng chứ a… Xem thêm",1,"=)) vậy chứ t hỏi m lần nữa J97 Én_tơ tén mân nhà m có thẩm_quyền của cơ_quan nhà_nước k mà bảo mời là ngta phải hồi_âm liền vậy con nguu ?_Văn_bảng đâu , có điện_thoại hết rồi tự lên tiktok mà xem tối_qua VR bảo cần văn_bảng chứ a … Xem thêm"
xin lỗi con *** mày ngĩ xin lỗi là dễ à,2,xin_lỗi con * * mày ngĩ xin_lỗi là dễ à
👎👎,0,👎 👎
chắc chắn thằng này bị què ngồi xe lăn nên không vi phạm,1,chắc_chắn thằng này bị què ngồi xe_lăn nên không vi_phạm
Nga Tran tới Bến tre chưa?,0,Nga Tran tới Bến_tre chưa ?
"có up thì t cx k up quả mặt đĩ đửng như m, mụn thỉ lởm trởm bày đặt khoe , ngu tiếng việt còn thích nói lắm, đang nói thằng zeros đéo cãi đc nữa phải quay ra chê t 2k7 - 2k8, do m trẻ ranh quá nên nghĩ ai cũng non như mình à :)))",2,"có up thì t cx k up quả mặt đĩ_đửng như m , mụn thỉ lởm_trởm bày đặt khoe , ngu tiếng việt còn thích nói lắm , đang nói thằng zeros đéo cãi_đc nữa phải quay ra chê t 2 k7 - 2 k8 , do m trẻ ranh quá nên nghĩ ai cũng non như mình à :))"
top mạnh nhất là cái gì,0,top mạnh nhất là cái gì
Quỳnh Sên e đẹp xinh ko cần son phấn,0,Quỳnh_Sên e đẹp xinh_ko cần son_phấn
Nam Văn Nguyễn nó giống nhau mà chủ nào tớ nấy. goat nó dám lừa thì biết r đấy. Cỡ này việt nam nên ra luật phong sát cho tụi ruồi này đi bốc phân với nhau là hợp,1,Nam_Văn_Nguyễn_nó giống nhau mà chủ nào tớ nấy . goat nó dám lừa thì biết r đấy . Cỡ này việt_nam nên ra luật phong_sát cho tụi ruồi này đi bốc_phân với nhau là hợp
Xinloi cái củ cac,1,Xinloi cái củ cac
hhh nhóc,0,hh nhóc
"đánh như cái máu lồn bày đặt cày thuê , tốn tiền điện",2,"đánh như cái máu lồn bày đặt cày thuê , tốn tiền điện"
đúng là đom đóm chỉ sáng dưới đít chứ ko sáng nổi trên đầu Trích từ câu ai đó rất thắm,1,đúng là đom đóm chỉ sáng dưới đít chứ ko sáng nổi trên đầu Trích từ câu ai đó rất thắm
"Cái này dành cho mấy thằng khốn nạn không làm mà đòi có ăn, chúng mày rồi cũng phải trả giá cho kiếp này rồi còn ngàn kiếp sau nữa, tao bảo đảm với chúng mày cuộc đời của chúng mày rồi sẽ phải đau khổ suốt kiếp,",2,"Cái này dành cho mấy thằng khốn_nạn không làm mà đòi có ăn , chúng_mày rồi cũng phải trả_giá cho kiếp này rồi còn ngàn kiếp sau nữa , tao bảo_đảm với chúng_mày cuộc_đời của chúng_mày rồi sẽ phải đau_khổ suốt kiếp ,"
Trần Thanh Tâm chia sẻ đi,0,Trần_Thanh_Tâm chia_sẻ đi
Bài học cho các bạn xem thường tài sản giá trị thấp (cỡ 20tr). Mất là cũng 1 mớ. Lo mà tự giữ,0,Bài_học cho các bạn xem_thường tài_sản giá_trị thấp ( cỡ 20 tr ) . Mất là cũng 1 mớ . Lo mà tự giữ
Thằng óc chó,2,Thằng óc chó
"Thien Binh Trang \"" bạn lịch sự- admin lịch sự, b cục súc , - admin dí l vào mặt b luôn \"" =)))",2,"Thien Binh_Trang \ "" bạn lịch_sự - admin lịch_sự , b cục súc , - admin dí l vào mặt b luôn \ "" =))"
Bay kênh rồi :))),0,Bay kênh rồi :))
Bắt hơi n guuuuu,1,Bắt hơi n guu
Bức. Xúc. Quá. Đi…. Nhờ. Công. An. Vào. Cuộc. Giùm. Cái,0,Bức . Xúc . Quá . Đi … . Nhờ . Công . An . Vào . Cuộc . Giùm . Cái
Làm trọng tài như lồn còn xin lỗi,2,Làm trọng_tài như lồn còn xin_lỗi
Gia Bảo bản nhà ngèo nợ tiền,0,Gia_Bảo bản nhà ngèo nợ tiền
1 tk ngu đang chỉ 1 con đần,2,1 tk ngu đang chỉ 1 con đần
Người xưa nói tận cùng của sự khốn nạn là như vậy đó.,1,Người_xưa nói tận_cùng của sự khốn_nạn là như_vậy đó .
Anh bạch khiêm tốn tý chư ko chúng nó nấu lẩu đấy,0,Anh bạch_khiêm_tốn tý chư ko chúng_nó nấu lẩu đấy
Cai lon gi dang dien ra vay,0,Cai lon gi dang dien ra vay
Nhìn tiên tri vũ trụ ngon cơm rồi nghe.,0,Nhìn tiên_tri vũ_trụ ngon cơm rồi nghe .
😆😆😆😆,0,😆 😆
Xin vĩnh biệt trọng tài,0,Xin vĩnh_biệt trọng_tài
"Dan cảnh, day cung la bai học cho mn",0,"Dan_cảnh , day cung_la bai_học cho mn"
Đói khổ củng vì xe xh thời nay quá tiến bộ thêm 1 số giàu kg cần mồ hôi ....,0,Đói khổ_củng vì xe xh thời nay quá tiến_bộ thêm 1 số giàu kg cần mồ_hôi ..
Thành Nguyễn mình nghĩ các trang mạng Xh ngày nào cũng chia sẽ ngày nào CĐM cũng vào len án thật nhiều vào thì nhà nó ko có cửa lo đâu . Cũng có Bn vụ muốn chìm xuồng nhưng vẫn Ko thoát nỗi .,0,Thành Nguyễn_mình nghĩ các trang_mạng Xh ngày nào cũng chia sẽ ngày nào CĐM cũng vào len_án thật nhiều vào thì nhà nó ko có cửa lo đâu . Cũng có Bn_vụ muốn chìm_xuồng nhưng vẫn Ko_thoát nỗi .
ry con cặc,1,ry con cặc
Mê trai bày đi xe chuyện bình thường đứng chỗ kia nói chuyện cùng nghe mà đứng sat vậy,0,Mê_trai bày đi xe chuyện bình_thường đứng chỗ kia nói_chuyện cùng nghe mà đứng sat vậy
Ủa trọng tài đang trong trận rảnh háng ngồi đăng bài k biết phân biệt fake với real à,0,Ủa trọng_tài đang trong trận rảnh_háng ngồi đăng bài k biết phân_biệt fake với real à
Cong an nen giup co ngheo nay lay lai xe.,0,Cong an_nen giup co_ngheo nay lay lai xe .
thua nữa thì nghĩ mịa về nước đi,1,thua nữa thì nghĩ mịa về nước đi
Chỉ đủ tư cách dẩn dắt giải ao làng nhỏ nhoi thôi bắt củng không xong quá tồi tệ,1,Chỉ đủ tư_cách dẩn dắt giải ao làng nhỏ_nhoi thôi bắt củng_không xong quá tồi_tệ
Phải bồ t giọng này t cho bạt tai,1,Phải bồ_t giọng này t cho bạt tai
Trường Atlantic ib b ơi,0,Trường Atlantic_ib b ơi
Còn giúp chúng ta thành đạt nữa!!,0,Còn giúp chúng_ta thành_đạt nữa ! !
okela,0,okela
Con mẹ mày,1,Con mẹ mày
Yenn Yenn xin con đỉ mẹ m,2,Yenn Yenn xin con đỉ mẹ m
Bố mấy fhang bo doi,1,Bố mấy fhang bo doi
Nhìn mấy thg one champ mất chất kiểu này tội ae cày champ gỡ cái viền dct xún chúng nó cười thối đầu mà dell biết nhục cha mẹ đẻ con mong con báo hiểu con lớn làm stream cho chúng chửi cha mẹ đã dốt thì nhận khỏi phải ẳng làm dell j,2,Nhìn mấy thg one champ mất chất kiểu này tội ae cày_champ gỡ cái viền dct xún chúng_nó cười thối_đầu mà dell biết nhục cha_mẹ đẻ con mong con báo hiểu con lớn làm stream cho chúng chửi cha_mẹ đã dốt thì nhận khỏi phải ẳng làm dell j
"CS miệng và đít chúng là một chỗ. Một chế độ thổ tả không còn sửa sai được nữa, mà phải thay đổi với một chế độ khác. Sống với CS mà không biết gì về thủ đoạn của bọn chúng là không có cái đầu.",2,"CS miệng và đít chúng là một chỗ . Một chế_độ thổ_tả không còn sửa sai được nữa , mà phải thay_đổi với một chế_độ khác . Sống với CS mà không biết gì về thủ_đoạn của bọn chúng là không có cái đầu ."
Pháp luật nên hạ số tuổi khởi số hình sự xuống để có biện pháp với bọn này,0,Pháp_luật nên hạ_số tuổi khởi_số hình_sự xuống để có biện_pháp với bọn này
Có ai bị nổi da gà ko :>>,0,Có ai bị nổi da gà ko : >>
Ủa chứ bữa xin lỗi khóc tế om xòm mà giờ chửi nữa rồi bó tay con này hỗn quá,1,Ủa chứ bữa xin_lỗi khóc tế_om xòm mà giờ chửi nữa rồi bó_tay con này hỗn quá
"Đ c l c m m... Mày ngu vừa thôi,dành ít ngu cho con khác để bọn tao còn kiếm chác chứ... 😂😂😂",2,"Đ c l c m m .. Mày ngu vừa thôi , dành ít ngu cho con khác để bọn tao còn kiếm_chác chứ .. 😂 😂"
Như có bác Sèo trong ngày vui đại thắng .,0,Như có bác Sèo trong ngày vui đại_thắng .
Bảo Đặng hướng tới world cup,0,Bảo Đặng_hướng tới world cup
"công lý cái địt mẹ m à,công lý xử doanh nghiệp còn dân sai thì kệ mẹ à =))) bố m đéo uống cái gì của THP cơ mà để những con chó như m cắn càn thì xã hội loạn cmm r :)) m phạm tội xong m kêu m nghèo, mù chữ đéo biết luật thì m vô tội à thằng ngu, hay m lại bảo nó tống tiền là đúng đi :))",2,"công_lý cái địt mẹ m à , công_lý xử doanh_nghiệp còn dân sai thì kệ mẹ à =)) bố m đéo uống cái gì của THP_cơ mà để những con chó như m cắn càn thì xã_hội_loạn cmm r :)) m phạm_tội xong m kêu m nghèo , mù_chữ đéo biết luật thì m vô_tội à thằng ngu , hay m lại bảo nó tống_tiền là đúng đi :))"
con chó. tưởng mày đc tung hô à. lũ chó bánh mỷ nước lọc đó xl cái cc. éo bik luật về nhà mà học ra đó đeo biển làm cc nhà mày à,2,con chó . tưởng mày đc tung hô à . lũ chó bánh mỷ nước lọc đó xl cái cc . éo bik luật về nhà mà học ra đó đeo biển làm cc nhà mày à
Thiệt sự tận cùng của sự khốn nạn,1,Thiệt_sự tận_cùng của sự khốn_nạn
Làm sáng tỏ lun đi ạa,0,Làm sáng_tỏ lun đi ạa
Bọn đảng cộng sản thì đéo chết đâu. Người vì cộng đồng thì chết. Vl,2,Bọn đảng_cộng_sản thì đéo chết đâu . Người vì cộng_đồng thì chết . Vl
Cmm cs bt bắt ko v thg lồn con mẹ m,2,Cmm cs bt bắt ko v thg lồn con mẹ m
Nguyễn Phước Đạt tính ht r nha,0,Nguyễn_Phước_Đạt tính ht r nha
Việc nam là nơi đáng sống mấy thằng bò đỏ nói rồi mấy thằng ba quê thấy chưa việc nam cái gì cũng có,2,Việc nam là nơi đáng sống mấy thằng bò đỏ nói rồi mấy thằng ba quê thấy chưa việc nam cái gì cũng có
Con chó đánh hơi thấy mùi bất thường,0,Con chó đánh hơi thấy mùi bất_thường
mày bắt hồi tối giống lồn què người tao mày côi chừng,2,mày bắt hồi tối giống lồn què người tao mày côi chừng
Concac,1,Concac
Quỳnhh Hoa ngta vẫn quốc tịch việt nam mà =.=,0,Quỳnhh Hoa_ngta vẫn quốc_tịch việt_nam mà = . =
Nguyễn Gia Bảo bố m,1,Nguyễn_Gia_Bảo bố m
Móa nó người ta có cái xe cũng ko tha,0,Móa nó người ta có cái xe cũng ko tha
thôi anh im mẹ mồm đi nói nhiều quá,1,thôi anh im mẹ mồm đi nói nhiều quá
Bắt được bọn này chắc tại nó mai miệng nó lại là xã hội bình yên ￼,1,Bắt được bọn này chắc tại nó mai_miệng nó lại là xã_hội bình_yên ￼
Cái cuộc chiến nồi da nấu thịt thì tự hào rồi nhồi nhét bao thế hệ. Còn cái bọn trung cộng nó xua cả triệu quân xuống tàn sát đồng bào thì mấy dòng qua loa.,1,Cái cuộc_chiến nồi da nấu thịt thì tự_hào rồi nhồi_nhét bao thế_hệ . Còn cái bọn trung_cộng nó xua cả triệu quân xuống tàn_sát đồng_bào thì mấy dòng qua_loa .
Luu bi du dieu thuyen lu bo an hang,2,Luu bi_du_dieu thuyen lu bo_an hang
bảo sao chúng nó vào trang cá nhân m chưởi như con choss vẫn dell khôn ra,1,bảo sao chúng_nó vào trang cá_nhân m chưởi như con choss vẫn dell_khôn ra
"Mấy thằng này có bắt được đập cho tụi nó gãy chân tay để bỏ cái tội ăn cắp tài sản đó người ta đi làm cực khổ đổ mồ hôi chảy nước mắt mới mua được, vậy mà đi dàn cảnh cướp tài sản của người khác,xin chính quyền vào cuộc để cho đi cải tạo 5 năm cho tụi nó ở trong đó lâu mới học cách thương người khác,chứ xử nhẹ cho tụi nó cứ đi trộm cướp rồi bị bắt xử nhẹ rồi thả cứ lập đi lập lại nhìu lần tụi nó đâu có sợ , hãy mạnh tay xử thật nặng tụi nó mới chừa",1,"Mấy thằng này có bắt được đập cho tụi nó gãy chân_tay để bỏ cái tội ăn_cắp tài_sản đó người ta đi làm cực_khổ đổ mồ_hôi chảy nước_mắt mới mua được , vậy_mà đi dàn_cảnh cướp tài_sản của người khác , xin chính_quyền vào_cuộc để cho đi cải_tạo 5 năm cho tụi nó ở trong đó lâu mới học cách thương người khác , chứ xử nhẹ cho tụi nó cứ đi trộm_cướp rồi bị bắt xử nhẹ rồi thả cứ lập đi lập lại nhìu lần tụi nó đâu có sợ , hãy mạnh_tay xử thật nặng tụi nó mới chừa"
"Một HLV tồi tệ nhất lịch sử Việt Nam từng có được , tiếc cho sự nông cạn liên đoàn đã đặt niềm tin vào HLV ngu dốt này",2,"Một HLV tồi_tệ nhất lịch_sử Việt_Nam từng có được , tiếc cho sự nông_cạn liên_đoàn đã đặt niềm tin vào HLV ngu_dốt này"
Huy Smartphone e mới cập nhập thông tin trước tưởng bác nhắn cái gì tào lao nên ko rep :)) thôi thì mình kệ mấy bạn ấy đi … Xem thêm,0,Huy Smartphone_e mới cập_nhập thông_tin trước tưởng bác nhắn cái gì tào_lao nên ko rep :)) thôi thì mình kệ mấy bạn ấy đi … Xem thêm
"Tùng sói said :"" nhìn cái gì mà nhìn ;) """,0,"Tùng sói said : "" nhìn cái gì mà nhìn ; ) """
Ngày xưa cha ông Ngài bắt dân Việt Nam nhổ lúa trồng đay. Bây giờ ông lại lặp lại chỉ khác một chút là Trâu già gặm cỏ non. Về bản chất hoàn toàn giống nhau đều đưa Việt Nam đến con đường tụt hậu. Chúng tôi khuyên ông muốn thắng Indonesia trong trận s… Xem thêm,0,Ngày_xưa cha_ông Ngài bắt_dân Việt_Nam nhổ lúa trồng đay . Bây_giờ ông lại lặp lại chỉ khác một_chút là Trâu_già gặm cỏ non . Về bản_chất hoàn_toàn giống nhau đều đưa Việt_Nam đến con đường tụt_hậu . Chúng_tôi khuyên ông muốn thắng Indonesia trong trận s … Xem thêm
lỗi lỗi cc,1,lỗi lỗi cc
"Ko thể để vụ này chìm được, để xem pl Việt Nam mình giải quyết vụ này thế nào",0,"Ko_thể để vụ này chìm được , để xem pl Việt_Nam mình giải_quyết vụ này thế_nào"
Có cách nào tắt tiếng de rót không mn :)),0,Có cách nào tắt tiếng de rót không mn :))
Thế này phải tìm cô nào gần nhà để yêu thôi,0,Thế này phải tìm cô nào gần nhà để yêu thôi
Một chế độ sắp tới ngày suy tàn rùi nên mới để cho các phần tử lộng hành ngang tàng đến nzay,1,Một chế_độ sắp tới ngày suy_tàn_rùi nên mới để cho các phần_tử lộng_hành ngang_tàng đến nzay
Mày thiếu tính chuyên nghiệp. Hãy bắt cho thật công bằng,1,Mày thiếu tính chuyên_nghiệp . Hãy bắt cho thật công_bằng
Tiểu Tiểu Đại Đại nữa bé Ba ơi :)),0,Tiểu_Tiểu_Đại_Đại nữa bé Ba ơi :))
"Nó bị chó nhập rồi đm chạy nhanh không nó cắn chết bà bọn mày, ở đó mà hỏi lsao nữa",2,"Nó bị chó nhập rồi đm chạy nhanh không nó cắn chết bà bọn mày , ở đó mà hỏi lsao nữa"
Có ngày may xin vĩnh viễn đừng giỡn với vn,1,Có ngày may xin vĩnh_viễn đừng giỡn với vn
liên quan đéo gì đến con nó mà trù con nó kcos lỗ đít,1,liên_quan đéo gì đến con nó mà trù con nó kcos lỗ đít
Duyên Suk chả liên quan nhưng avt của bạn là nữ sát thử thần tượng của tôi 😄😄😄,0,Duyên Suk_chả liên_quan nhưng avt của bạn là nữ sát thử thần_tượng của tôi 😄 😄
Đkm,1,Đkm
Luật không áp dụng cho cán bộ . Dân chịu hết,0,Luật không áp_dụng cho cán_bộ . Dân chịu hết
Có thể với ông là tự hào nhưng với chúng tôi thì không !,0,Có_thể với ông là tự_hào nhưng với chúng_tôi thì không !
Vũ oke sút rồi vô nhà đá ngồi hả bạn cũng bạn rồi bạn có được lợi gì về việc này không,0,Vũ_oke_sút rồi vô nhà_đá ngồi hả bạn cũng bạn rồi bạn có được lợi gì về việc này không
Minh Trí thì zeros cũng đi chơi khá xa mà,0,Minh_Trí thì zeros cũng đi chơi khá xa mà
Nó hỏi thì cứ xán vào nó làm gì,0,Nó hỏi thì cứ xán vào nó làm gì
Đàn ông gì lạ kì vậy trời.mô phật,0,Đàn_ông gì lạ_kì vậy trời . mô phật
Nam Nam IB KÍN,0,Nam Nam_IB KÍN
stupidly embarrassed the referee,2,stupidly embarrassed the referee
Phụng Phèo Lina Nhi này lương cao nè các friends,0,Phụng Phèo Lina_Nhi này lương cao nè các friends
Idol của anh quang :D,0,Idol của anh quang :D
"Du ma lai tang thue,dit con me no,da an ban roi,con cai con cac j de dong nua",2,"Du_ma lai_tang thue , dit con me no , da an_ban roi , con cai con cac j de dong nua"
Bt xl sao ko bt lm công bằng từ đầu ik chó mù à,1,Bt xl sao ko bt lm công_bằng từ đầu ik chó mù à
Dành cho ae nào muốn test zô lấy link tải bản china,0,Dành cho ae nào muốn test zô lấy link_tải bản china
"Thanh niên trai tráng ai lại đi làm thế với phụ nữ,lòng người thật đáng sợ,làm người tốt thì cũng bị như này.",0,"Thanh_niên trai_tráng ai_lại đi làm thế với phụ_nữ , lòng người thật đáng sợ , làm người tốt thì cũng bị như này ."
Đm lần đầu tiên bố địt vào mày ad ạ.,2,Đm lần đầu_tiên bố địt vào mày ad ạ .
Mày bị đuôi ak,1,Mày bị đuôi ak
Chỉ muốn ad chửi chết tổ bọn chó chít này đi 😋😋😋😋,2,Chỉ muốn ad chửi chết tổ bọn chó_chít này đi 😋 😋
Gặp bố ỉa lên đầu bao lần rồi,0,Gặp bố ỉa lên đầu bao lần rồi
xin quả nhạc đầu,0,xin quả nhạc đầu
Sĩ bọ dlm,1,Sĩ_bọ dlm
dân vn giàu lắm cứ tạm giữ cho nhiều vào cho dân mua xe mới.cho nghành công an có thu nhập có công ăn việc làm.,0,dân vn giàu lắm cứ tạm giữ cho nhiều vào cho dân mua xe mới . cho ngành công_an có thu_nhập có công_ăn_việc_làm .
Ơ t xem clip tưởng mấy năm trc mới đánh ngu như thế hoá ra mới đc mấy hôm à,1,Ơ_t xem clip_tưởng mấy năm trc mới đánh_ngu như_thế hóa ra mới đc mấy hôm à
Cá chết là do đéo biết bơi có thế thôi cũng họp :))),1,Cá chết là do đéo biết bơi có thế thôi cũng họp :))
"thế thằng rách cũng là người nổi tiếng mà sao nó bỏ con, ăn cháo đá bát, ngủ với fan vậy? chúng mày bị nó lấy quần che mắt à? già mà ngu quá vậy ?",2,"thế thằng rách cũng là người nổi_tiếng mà sao nó bỏ con , ăn cháo đá bát , ngủ với fan vậy ? chúng_mày bị nó lấy quần che mắt à ?_già mà ngu quá vậy ?"
Gái hay trai vậy,0,Gái hay trai vậy
Rất thuyết phục:)),0,Rất thuyết_phục :))
Minh Anh Mai Xin mọi người 3s để like và follow cho fanpage của mình nha.,0,Minh_Anh Mai_Xin mọi người 3 s để like và follow cho fanpage của mình nha .
tính ra mấy Hít của Jack thì toàn người khác viết thôi á. Sau này giai đoạn tách khỏi Kicm thì không có bài nào được coi là Hít luôn á,0,tính ra mấy Hít của Jack thì toàn người khác viết thôi á . Sau_này giai_đoạn tách khỏi Kicm thì không có bài nào được coi là Hít luôn á
Kệ cụ mày,2,Kệ cụ mày
"Dàn cảnh tinh vi tội bé,",0,"Dàn cảnh tinh_vi_tội bé ,"
Cô dễ thương quá cô ơi. Ai lớp du chu cà mo ❤️❤️❤️❤️,0,Cô dễ_thương quá cô ơi . Ai lớp du_chu cà_mo ❤ ️_❤ ️_❤ ️_❤ ️
a hihi lũ chó lợn thích thủ dâm ở đây nhỉ,2,a hihi lũ chó lợn thích thủ_dâm ở đây nhỉ
Nl hả đicho,2,Nl hả đicho
Nếu cứ bỏ qua lỗi và băy bừa rồi xl là song thì tôi muốn làm trọng tài để bv đội nào tao thích bóng đá phải có sử lý trọng tài đi ạ,0,Nếu cứ bỏ_qua lỗi và băy bừa rồi xl là song thì tôi muốn làm trọng_tài để bv đội nào tao thích bóng_đá phải có sử_lý trọng_tài đi ạ
Đạt Phạm dcu m đùa dai như tk bố m thế,2,Đạt Phạm_dcu m đùa_dai như tk bố m thế
"Mẹ nó,tụi này lỗng hành quá",1,"Mẹ nó , tụi này lỗng_hành quá"
Do mặt Khánh Chi đơ hay sao mà mình nhìn thấy mặt có vẻ khó chịu vậy ạ?,0,Do mặt Khánh_Chi_đơ hay sao mà mình nhìn thấy mặt có_vẻ khó_chịu vậy ạ ?
Mày bỏ con mẹ nó LOL đi Bắn fifai ấy KDA trông có óc chó không chứ.,2,Mày bỏ con mẹ nó LOL đi Bắn fifai ấy KDA trông có óc chó không chứ .
Idol. Viết vậy là chết con đĩ mẹ người ta rồi,2,Idol . Viết vậy là chết con đĩ mẹ người ta rồi
Quá mất cảnh giác.,0,Quá mất cảnh_giác .
Bực mình :)),0,Bực_mình :))
Bọn khốn kiếp,2,Bọn khốn_kiếp
t đang coi film sếch à?,0,t đang coi film sếch à ?
ớ thì ông xem các live trym cách nói chuyện của bọn nó xem. tôi thấy 1 thằng thảo mai 1 thằng tồ tồ thì tôi nói thôi . Chính vì ko xin đăng live đc nên thằng quyền gạ thằng mực đánh độ tiền 100k để hạ thấp thằng mực. Thằng mực cay c… Xem thêm,0,ớ thì ông xem các live trym cách nói_chuyện của bọn nó xem . tôi thấy 1 thằng thảo mai 1 thằng tồ tồ thì tôi nói thôi . Chính vì ko xin đăng_live đc nên thằng quyền gạ thằng mực đánh_độ tiền 100 k để hạ thấp thằng mực . Thằng mực cay_c … Xem thêm
"THÁI LAN THẮNG RẤT ""THUYẾT PHỤC""",0,"THÁI_LAN THẮNG RẤT "" THUYẾT_PHỤC """
3 Bố con nhà thằng đó phải xử thật mạnh tay thì làm gương cho người khác : Nó lại còn nói nhà nó kg thiếu gì TIỀN ý là có TIỀN ĐỂ che giấu hành vi tội phạm như bố con nhà nó,1,3 Bố_con nhà thằng đó phải xử thật mạnh_tay thì làm_gương cho người khác : Nó lại còn nói nhà nó kg thiếu_gì TIỀN_ý là có TIỀN_ĐỂ che_giấu hành_vi tội_phạm như bố_con nhà nó
Nó bứng lông căz ra nó bồi thường,1,Nó bứng lông căz ra nó bồi_thường
Nguyễn Thịnh như con đĩ quái thai. Bổ xug thêm con cu nưa nhé. Trứng hơi to 😁😁😁,2,Nguyễn_Thịnh_như con đĩ quái_thai . Bổ_xug thêm con cu nưa nhé . Trứng hơi to_😁 😁
Ông nào GATO thì sẽ bảo ảnh này ghép cho coi 😥,0,Ông nào GATO thì sẽ bảo_ảnh này ghép cho coi 😥
Đĩ quýt Tiền nhìn mat hãm,2,Đĩ quýt_Tiền nhìn mat hãm
Học phí tháng này đợi tháng sau em bù nha thầy :v dạo này bị thiếu kinh tế quá,0,Học_phí tháng này đợi tháng sau em bù nha thầy : v dạo này bị thiếu kinh_tế quá
Đám chó vàng ăn được vậy. Chớ có ai ăn vậy. Xe lấy về sửa ko cũng chết. Mà 1 ngày còn 2 3 chục nữa,2,Đám chó vàng ăn được vậy . Chớ có ai ăn vậy . Xe lấy về sửa ko cũng chết . Mà 1 ngày còn 2 3 chục nữa
"miền nam, miền bắc, miền trung, 3 miền lận",0,"miền nam , miền bắc , miền trung , 3 miền lận"
Lũ súc vật tụi mày chết không yên đâu,2,Lũ súc_vật tụi mày chết không yên đâu
Lỗi lỗi cái đcm mày,2,Lỗi lỗi cái đcm mày
Đúng là chó chết thật,1,Đúng là chó chết thật
Con linh cá lóc là loại người không tha thứ dc.,2,Con linh cá_lóc là loại người không tha_thứ dc .
ê cô già mà ngu nhỉ d chịu hiểu vấn đề sau bao drama mà vẫn tin thằng dách cho đc,2,ê cô già mà ngu nhỉ d chịu hiểu vấn_đề sau bao drama mà vẫn tin thằng dách cho đc
Nghe hợp lý và thuyết phục anh em =)),0,Nghe hợp_lý và thuyết_phục anh_em =))
Đi ngược với chính sách ngu dân chỉ có chết,1,Đi ngược với chính_sách ngu_dân chỉ có chết
Loại trọng tài này đề nghị AFC treo còi vĩnh viễn,1,Loại trọng_tài này đề_nghị AFC treo còi vĩnh_viễn
Gái alime,0,Gái alime
Ae tẩy chay mực đi chứ nói nhiều làm gì fan này là fan bú win của người khác ạ all,1,Ae tẩy_chay mực đi chứ nói nhiều làm gì fan này là fan bú_win của người khác ạ all
Nguyễn Mạnh Hiệp gửi mấy ộp pa :)),0,Nguyễn_Mạnh_Hiệp gửi mấy ộp pa :))
Tất cả cũng chỉ vì chữ tiền :),0,Tất_cả cũng chỉ vì chữ tiền :)
Đe'o chấp nhận oke,1,Đe'o chấp_nhận oke
ừ chiến sĩ chó xanh chó vàng coi dân thua chó luôn ê 3ke lai thú chúng mày xuống a tỳ hết là thé giới thái bình !!!,2,ừ chiến_sĩ chó xanh chó vàng coi dân thua chó luôn ê 3 ke lai_thú chúng_mày xuống a tỳ_hết là thé_giới thái_bình ! !
Ốc chó mới kêu cầm cờ việt nam diễn tập.,1,Ốc chó mới kêu cầm cờ việt_nam diễn_tập .
Vẫn mãi là abe :)),0,Vẫn mãi là abe :))
Rồi mắc cái ji mà sáp lại gần dữ z,1,Rồi mắc cái ji mà sáp lại gần dữ z
nick pha ke,0,nick pha ke
vkl mực con,1,vkl mực con
Vn chưa kịp dùng đi tù mẹ nó rồi,1,Vn chưa kịp dùng đi tù mẹ nó rồi
